"Packet.Length.Std","Total.Length.of.Bwd.Packets","Subflow.Bwd.Bytes","Destination.Port","Packet.Length.Variance","Bwd.Packet.Length.Mean","Avg.Bwd.Segment.Size","Bwd.Packet.Length.Max","Init_Win_bytes_backward","Total.Length.of.Fwd.Packets","Subflow.Fwd.Bytes","Init_Win_bytes_forward","Average.Packet.Size","Packet.Length.Mean","Max.Packet.Length"
3.464102,6,6,5730,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,20222,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
68.12733,174,174,53,4641.333,174,174,174,-1,56,56,-1,143,95.33333,174
12.5,0,0,60731,156.25,0,0,0,-1,43,43,60,16.33333,12.25,31
1679.986,11601,11601,80,2822354,2320.2,2320.2,4380,229,56,56,256,897.1538,833.0714,4380
2.309401,6,6,1164,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401,6,6,1080,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464102,6,6,13456,12,6,6,6,0,0,0,29200,3,2,6
3.464102,6,6,1201,12,6,6,6,0,0,0,29200,3,2,6
3.286335345,0,0,80,10.8,0,0,0,29200,12,12,8192,3,2.4,6
12.5,0,0,54830,156.25,0,0,0,-1,43,43,104,16.33333333,12.25,31
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
0,0,0,80,0,0,0,0,42408,0,0,29200,0,0,0
31.76791,218,218,53,1009.2,109,109,109,-1,102,102,-1,92.75,74.2,109
2705.044,11607,11607,80,7317264,2321.4,2321.4,10135,229,56,56,256,897.6154,833.5,10135
43.9155,244,244,53,1928.571,122,122,122,-1,128,128,-1,67.33333,57.71429,122
2.309401,6,6,11111,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
14.43376,6,6,54800,208.3333,6,6,6,0,37,37,62,24.66667,18.5,31
1645.242,11601,11601,80,2706820,1933.5,1933.5,4380,229,26,26,8192,1291.889,1162.7,4380
658.9744,1858,1858,80,434247.3,371.6,371.6,1801,31900,1468,1468,8192,332.6,302.3636,1801
2.309401077,6,6,9900,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
3.464102,6,6,5678,12,6,6,6,0,0,0,29200,3,2,6
64.63126,322,322,53,4177.2,161,161,161,-1,86,86,-1,112.75,90.2,161
97.5722,214,214,53,9520.333,214,214,214,-1,45,45,-1,152,101.3333,214
55.8677,264,264,53,3121.2,132,132,132,-1,60,60,-1,88.5,70.8,132
0,6,6,80,0,6,6,6,126,6,6,237,9,6,6
34.50652,188,188,53,1190.7,94,94,94,-1,62,62,-1,70.25,56.2,94
3.464102,6,6,2401,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,57295,0,0,0,0,-1,12,12,360,9,6,6
2.309401,6,6,6580,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
567.6905,5990,5990,443,322272.5,544.5455,544.5455,1460,5737,1375,1375,8192,409.1667,387.6316,1460
2662.264877,11607,11607,80,7087654.278,2321.4,2321.4,7300,229,26,26,8192,1454.125,1292.555556,7300
2.309401077,6,6,8007,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,0,0,37759,0,0,0,0,290,0,0,243,0,0,0
0,0,0,80,0,0,0,0,-1,12,12,253,9,6,6
3.464101615,6,6,24,12,6,6,6,0,0,0,29200,3,2,6
2110.951,11601,11601,80,4456113,2320.2,2320.2,5840,229,26,26,8192,1453.375,1291.889,5840
2.309401077,6,6,687,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
3.464101615,6,6,3283,12,6,6,6,0,0,0,29200,3,2,6
24.64752,148,148,53,607.5,74,74,74,-1,58,58,-1,58.75,47,74
0,0,0,443,0,0,0,0,252,0,0,484,0,0,0
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
3.464102,6,6,2809,12,6,6,6,0,0,0,29200,3,2,6
27.32520204,206,206,53,746.6666667,103,103,103,-1,188,188,-1,73.5,63,103
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
17.52712184,132,132,53,307.2,66,66,66,-1,68,68,-1,58.5,46.8,66
7.807200584,96,96,53,60.95238095,48,48,48,-1,128,128,-1,42.66666667,36.57142857,48
1645.242,11601,11601,80,2706820,1933.5,1933.5,4380,229,26,26,8192,1291.889,1162.7,4380
0,0,0,443,0,0,0,0,-1,12,12,256,9,6,6
2.309401,6,6,32,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401077,6,6,10621,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,0,0,58858,0,0,0,0,352,0,0,118,0,0,0
2.309401,6,6,301,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
18.47521,82,82,53,341.3333,82,82,82,-1,50,50,-1,91,60.66667,82
2.309401077,6,6,5087,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
8.763561,134,134,53,76.8,67,67,67,-1,102,102,-1,71.75,57.4,67
423.1104,4403,4403,443,179022.4,338.6923,338.6923,1460,123,861,861,8192,194.963,188,1460
3.464102,6,6,5962,12,6,6,6,0,0,0,29200,3,2,6
1627.462,11607,11607,80,2648632,1934.5,1934.5,4380,229,56,56,256,833.5,777.9333,4380
52.58137,350,350,53,2764.8,175,175,175,-1,158,158,-1,146.75,117.4,175
3.464101615,6,6,125,12,6,6,6,0,0,0,29200,3,2,6
27.81315,182,182,53,773.5714,91,91,91,-1,136,136,-1,58.66667,50.28571,91
153.0076,746,746,80,23411.34,53.28571,53.28571,746,340,437,437,29200,39.43333,38.16129,746
3544.652,11601,11601,80,12600000,2900.25,2900.25,10135,229,26,26,8192,1661,1453.375,10135
3350.635,11607,11607,80,11200000,2321.4,2321.4,10135,229,26,26,8192,1454.125,1292.556,10135
528.005264,5175,5175,443,278789.5588,739.2857143,739.2857143,1448,972,384,384,29200,327,308.8333333,1448
149.2705,141,141,443,22281.7,35.25,35.25,141,31,599,599,29200,67.27273,61.66667,517
376.5029,4149,4149,443,141754.5,296.3571,296.3571,1460,79,928,928,8192,175.069,169.2333,1460
60.04443,156,156,53,3605.333,156,156,156,-1,52,52,-1,130,86.66667,156
33.48632,106,106,53,1121.333,106,106,106,-1,48,48,-1,101,67.33333,106
793.3303,24807,24807,443,629373,954.1154,954.1154,2920,672,740,740,8192,567.7111,555.3696,2920
2.309401,6,6,407,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
32.2047,230,230,53,1037.143,115,115,115,-1,196,196,-1,79.16667,67.85714,115
3.464102,6,6,49175,12,6,6,6,0,0,0,29200,3,2,6
50.39048,248,248,53,2539.2,124,124,124,-1,64,64,-1,86,68.8,124
70.10849,400,400,53,4915.2,200,200,200,-1,144,144,-1,154,123.2,200
70.10848736,396,396,53,4915.2,198,198,198,-1,140,140,-1,151.5,121.2,198
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
2.309401,6,6,1057,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
29.0293,176,176,53,842.7,88,88,88,-1,70,70,-1,70.25,56.2,88
154.9721,168,168,443,24016.36,42,42,156,31,611,611,8192,77.9,70.81818,517
2175.303,11607,11607,80,4731941,2321.4,2321.4,7215,229,56,56,256,897.6154,833.5,7215
53.12909,278,278,53,2822.7,139,139,139,-1,84,84,-1,101,80.8,139
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
2.309401,6,6,1271,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2681.356,11601,11601,80,7189672,2900.25,2900.25,5840,229,26,26,8192,1661,1453.375,5840
3.464102,6,6,8009,12,6,6,6,0,0,0,29200,3,2,6
0,30,30,56319,0,6,6,6,0,6,6,229,7,6,6
3.464101615,6,6,8031,12,6,6,6,0,0,0,29200,3,2,6
810.3376,5745,5745,443,656647,478.75,478.75,4096,86,1744,1744,29200,267.4643,258.2414,4096
2250.514898,11607,11607,80,5064817.308,2321.4,2321.4,7215,229,50,50,256,971.9166667,897.1538462,7215
0,36,36,42751,0,6,6,6,0,6,6,229,6.857142857,6,6
0,0,0,443,0,0,0,0,243,0,0,245,0,0,0
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
960.9947,89342,89342,443,923510.8,1418.127,1418.127,2820,123,1254,1254,8192,808.8929,801.7345,2820
3.464101615,6,6,3737,12,6,6,6,0,0,0,29200,3,2,6
3.464102,6,6,8031,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,8991,0,0,0,0,-1,12,12,10227,9,6,6
24.64752,158,158,53,607.5,79,79,79,-1,68,68,-1,65,52,79
3.464101615,6,6,801,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2.309401,6,6,14442,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
53.12909,258,258,53,2822.7,129,129,129,-1,64,64,-1,88.5,70.8,129
3.464101615,6,6,1030,12,6,6,6,0,0,0,29200,3,2,6
8.763561,114,114,53,76.8,57,57,57,-1,82,82,-1,59.25,47.4,57
8.76356092,112,112,53,76.8,56,56,56,-1,80,80,-1,58,46.4,56
3.464101615,6,6,109,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,27352,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401,6,6,7937,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2184.061804,11607,11607,80,4770125.962,2321.4,2321.4,7300,229,56,56,256,897.6153846,833.5,7300
37.5277675,116,116,53,1408.333333,116,116,116,-1,51,51,-1,109,72.66666667,116
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
3.464101615,6,6,3071,12,6,6,6,0,0,0,29200,3,2,6
70.10848736,396,396,53,4915.2,198,198,198,-1,140,140,-1,151.5,121.2,198
0,0,0,56678,0,0,0,0,313,0,0,114,0,0,0
2.309401077,6,6,8873,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2.309401077,6,6,49153,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
24.88545,174,174,53,619.2857,87,87,87,-1,144,144,-1,59,50.57143,87
30.67246,174,174,53,940.8,87,87,87,-1,62,62,-1,66.75,53.4,87
21.9089,154,154,53,480,77,77,77,-1,74,74,-1,66.25,53,77
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2254.592,62,62,64547,5083184,6.888889,6.888889,20,256,11613,11613,229,778.7333,730.0625,8760
0,6,6,80,0,6,6,6,15544,6,6,64240,9,6,6
9.237604,72,72,53,85.33333,72,72,72,-1,56,56,-1,92,61.33333,72
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
61.89265,310,310,53,3830.7,155,155,155,-1,84,84,-1,109,87.2,155
655.8201,10578,10578,443,430099.9,813.6923,813.6923,1493,5693,1343,1343,8192,541.8636,518.3043,1493
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
72.74613,187,187,53,5292,187,187,187,-1,61,61,-1,154.5,103,187
2.309401,6,6,711,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,30,30,51805,0,6,6,6,0,6,6,229,7,6,6
3.464101615,6,6,6156,12,6,6,6,0,0,0,29200,3,2,6
117.2005,456,456,80,13735.95,41.45455,41.45455,456,118,350,350,29200,36.63636,35.04348,456
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
11.18034,6,6,55994,125,6,6,6,0,43,43,33429,13.75,11,31
27.93385,176,176,53,780.3,88,88,88,-1,74,74,-1,71.75,57.4,88
3.464101615,6,6,5679,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,50500,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
44.91325,296,296,53,2017.2,148,148,148,-1,132,132,-1,123.5,98.8,148
2.309401,6,6,5054,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401,6,6,1935,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
1427.497,56,56,50048,2037748,6.222222,6.222222,20,256,12976,12976,229,847.4706,800.3889,5840
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2.309401077,6,6,49155,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
8.76356092,90,90,53,76.8,45,45,45,-1,58,58,-1,44.25,35.4,45
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
1584.07667,56,56,65322,2509298.896,7,7,20,256,11613,11613,229,778.3333333,729.6875,4380
1903.962654,11607,11607,80,3625073.789,1934.5,1934.5,4380,229,26,26,8192,1292.555556,1163.3,4380
8.763561,112,112,53,76.8,56,56,56,-1,80,80,-1,58,46.4,56
8.763561,92,92,53,76.8,46,46,46,-1,60,60,-1,45.5,36.4,46
3.464102,6,6,5432,12,6,6,6,0,0,0,29200,3,2,6
16.52876,6,6,50118,273.2,6,6,6,0,38,38,349,11,8.8,38
14.43376,0,0,59029,208.3333,0,0,0,-1,37,37,946,34,22.66667,31
1645.242,11601,11601,80,2706820,1933.5,1933.5,4380,229,26,26,8192,1291.889,1162.7,4380
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
2219.676,11601,11601,80,4926963,2320.2,2320.2,5755,229,26,26,8192,1453.375,1291.889,5755
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
3.464102,6,6,1105,12,6,6,6,0,0,0,29200,3,2,6
2.309401077,6,6,5101,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
3.464102,6,6,1077,12,6,6,6,0,0,0,29200,3,2,6
1434.572,11601,11601,80,2057996,1933.5,1933.5,4380,229,56,56,256,833.0714,777.5333,4380
2239.865486,68,68,53002,5016997.396,6.8,6.8,20,256,11607,11607,229,778.7333333,730.0625,8675
2.309401,6,6,8400,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464102,6,6,5925,12,6,6,6,0,0,0,29200,3,2,6
2.309401077,6,6,6009,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
1306.291,11601,11601,80,1706396,1657.286,1657.286,2920,229,26,26,8192,1162.7,1057,2920
3.464102,6,6,32772,12,6,6,6,0,0,0,29200,3,2,6
2.309401077,6,6,8800,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
4380.487987,11601,11601,80,19200000,3867,3867,11595,229,26,26,8192,1937.833333,1661,11595
787.7728,2930,2930,80,620586,418.5714,418.5714,1460,1095,2569,2569,8192,392.7857,366.6,2539
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2.309401,6,6,6025,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2031.34,11607,11607,80,4126340,1934.5,1934.5,5840,229,26,26,8192,1292.556,1163.3,5840
2.309401,6,6,8099,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
15.33623,118,118,53,235.2,59,59,59,-1,62,62,-1,52.75,42.2,59
3350.635,11607,11607,80,11200000,2321.4,2321.4,10135,229,26,26,8192,1454.125,1292.556,10135
1645.242,11601,11601,80,2706820,1933.5,1933.5,4380,229,26,26,8192,1291.889,1162.7,4380
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
634.1901,30,30,24522,402197.1,5,5,6,0,1375,1375,229,397.1429,347.5,1375
3.464101615,6,6,9503,12,6,6,6,0,0,0,29200,3,2,6
64.63126179,322,322,53,4177.2,161,161,161,-1,86,86,-1,112.75,90.2,161
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
33.9588,188,188,53,1153.2,94,94,94,-1,64,64,-1,71,56.8,94
0,0,0,80,0,0,0,0,-1,12,12,255,9,6,6
18.86355,92,92,443,355.8333,46,46,46,368,187,187,256,36.11111,32.5,46
403.019,3402,3402,443,162424.3,261.6923,261.6923,1615,114,992,992,8192,156.9286,151.5172,1615
41.56921938,141,141,53,1728,141,141,141,-1,69,69,-1,139.5,93,141
2.309401,6,6,1434,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
15.33623,126,126,53,235.2,63,63,63,-1,70,70,-1,57.75,46.2,63
3.464101615,6,6,5718,12,6,6,6,0,0,0,29200,3,2,6
9.237604307,58,58,53,85.33333333,58,58,58,-1,42,42,-1,71,47.33333333,58
3.464102,6,6,1165,12,6,6,6,0,0,0,29200,3,2,6
2.309401077,6,6,32769,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
0,0,0,443,0,0,0,0,-1,12,12,252,9,6,6
2.309401,6,6,5679,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
8.763561,114,114,53,76.8,57,57,57,-1,82,82,-1,59.25,47.4,57
602.2042412,7802,7802,443,362649.9481,433.4444444,433.4444444,2920,980,779,779,8192,220.025641,214.525,2920
3.464102,6,6,9943,12,6,6,6,0,0,0,29200,3,2,6
0,30,30,63473,0,6,6,6,0,6,6,229,7,6,6
70.10849,400,400,53,4915.2,200,200,200,-1,144,144,-1,154,123.2,200
23.00435,162,162,53,529.2,81,81,81,-1,78,78,-1,69.75,55.8,81
55.86770087,296,296,53,3121.2,148,148,148,-1,92,92,-1,108.5,86.8,148
0,46,46,53,0,23,23,23,-1,46,46,-1,28.75,23,23
634.1901,30,30,32568,402197.1,5,5,6,0,1375,1375,229,397.1429,347.5,1375
1638.522,11601,11601,80,2684753,1933.5,1933.5,5840,229,56,56,256,833.0714,777.5333,5840
0,0,0,80,0,0,0,0,28960,0,0,29200,0,0,0
400.326354,5651,5651,443,160261.1897,313.9444444,313.9444444,1460,62,917,917,8192,168.4102564,164.2,1460
46.00869,234,234,53,2116.8,117,117,117,-1,66,66,-1,83.25,66.6,117
2,2,2,445,4,2,2,2,29200,8,8,1024,4,3,6
8.76356092,90,90,53,76.8,45,45,45,-1,58,58,-1,44.25,35.4,45
8.76356092,120,120,53,76.8,60,60,60,-1,88,88,-1,63,50.4,60
27.38613,188,188,53,750,94,94,94,-1,88,88,-1,80,64,94
12.5,0,0,55076,156.25,0,0,0,-1,43,43,110,16.33333,12.25,31
2.309401,6,6,5226,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,80,0,0,0,0,112,0,0,243,0,0,0
3544.652,11601,11601,80,12600000,2900.25,2900.25,10135,229,26,26,8192,1661,1453.375,10135
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
3.464102,6,6,301,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,15000,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2031.34,11607,11607,80,4126340,1934.5,1934.5,5840,229,26,26,8192,1292.556,1163.3,5840
0,0,0,53155,0,0,0,0,999,0,0,128,0,0,0
3.464102,6,6,1524,12,6,6,6,0,0,0,29200,3,2,6
774.4996,3747,3747,443,599849.7,340.6364,340.6364,1448,167,3503,3503,29200,402.7778,381.5789,2935
0,30,30,50930,0,6,6,6,0,6,6,229,7,6,6
0,42,42,54182,0,6,6,6,0,6,6,229,6.75,6,6
2138.329153,11607,11607,80,4572451.567,1934.5,1934.5,5840,229,26,26,8192,1292.555556,1163.3,5840
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
1300.351618,11601,11601,80,1690914.329,1657.285714,1657.285714,4380,229,56,56,256,777.5333333,728.9375,4380
3.207134903,18,18,443,10.28571429,6,6,6,0,0,0,8192,3,2.571428571,6
2.309401,6,6,5678,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
320.9012977,860,860,80,102977.6429,215,215,860,31,438,438,29200,185.4285714,162.25,860
45.03332,122,122,53,2028,122,122,122,-1,44,44,-1,105,70,122
3.464101615,6,6,3221,12,6,6,6,0,0,0,29200,3,2,6
1911.596,11601,11601,80,3654198,1933.5,1933.5,5840,229,26,26,8192,1291.889,1162.7,5840
3544.652,11601,11601,80,12600000,2900.25,2900.25,10135,229,26,26,8192,1661,1453.375,10135
3.464101615,6,6,2607,12,6,6,6,0,0,0,29200,3,2,6
0,6,6,56199,0,6,6,6,251,6,6,123,9,6,6
3113.952607,11601,11601,80,9696700.839,2900.25,2900.25,8760,229,26,26,8192,1661,1453.375,8760
508.8811,7347,7347,443,258960,565.1538,565.1538,1460,64,890,890,8192,294.1786,284.0345,1460
39.98375,208,208,53,1598.7,104,104,104,-1,62,62,-1,75.25,60.2,104
1903.963,11607,11607,80,3625074,1934.5,1934.5,4380,229,26,26,8192,1292.556,1163.3,4380
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2110.951,11601,11601,80,4456113,2320.2,2320.2,5840,229,26,26,8192,1453.375,1291.889,5840
35.05424,244,244,53,1228.8,122,122,122,-1,116,116,-1,104.5,83.6,122
58.25764,473,473,53,3393.952,157.6667,157.6667,185,-1,153,153,-1,113.8333,97.57143,185
8.763561,100,100,53,76.8,50,50,50,-1,68,68,-1,50.5,40.4,50
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
634.1901,30,30,42173,402197.1,5,5,6,0,1375,1375,229,397.1429,347.5,1375
2786.26,11601,11601,80,7763244,2900.25,2900.25,7215,229,26,26,8192,1661,1453.375,7215
2.309401077,6,6,5405,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,30,30,50910,0,6,6,6,0,6,6,229,7,6,6
0,6,6,58151,0,6,6,6,64240,6,6,29200,9,6,6
32.33162,111,111,53,1045.333,111,111,111,-1,55,55,-1,110.5,73.66667,111
601.1681222,1804,1804,80,361403.1111,451,451,1804,11,447,447,29200,281.375,250.1111111,1804
77.7766,362,362,53,6049.2,181,181,181,-1,78,78,-1,119.75,95.8,181
472.8246,4923,4923,443,223563.1,410.25,410.25,1430,373,1765,1765,8192,267.52,257.2308,1430
0,0,0,80,0,0,0,0,-1,12,12,64240,9,6,6
2650.586,11607,11607,80,7025604,2321.4,2321.4,7215,229,26,26,8192,1454.125,1292.556,7215
0,0,0,80,0,0,0,0,1991,0,0,477,0,0,0
3.464102,6,6,2920,12,6,6,6,0,0,0,29200,3,2,6
2460.653,11601,11601,80,6054813,2320.2,2320.2,7300,229,26,26,8192,1453.375,1291.889,7300
1589.474,11601,11601,80,2526427,1933.5,1933.5,5840,229,62,62,256,777.9333,729.3125,5840
1645.241762,11601,11601,80,2706820.456,1933.5,1933.5,4380,229,26,26,8192,1291.888889,1162.7,4380
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
33.41108,202,202,53,1116.3,101,101,101,-1,80,80,-1,80.5,64.4,101
2.309401,6,6,6792,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401,6,6,2121,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3113.953,11601,11601,80,9696701,2900.25,2900.25,8760,229,26,26,8192,1661,1453.375,8760
0,30,30,56634,0,6,6,6,0,6,6,229,7,6,6
40.53147,234,234,53,1642.8,117,117,117,-1,86,86,-1,90.75,72.6,117
0,6,6,443,0,6,6,6,119,6,6,16360,9,6,6
1645.242,11601,11601,80,2706820,1933.5,1933.5,4380,229,26,26,8192,1291.889,1162.7,4380
3.464102,6,6,6007,12,6,6,6,0,0,0,29200,3,2,6
2175.302587,11607,11607,80,4731941.346,2321.4,2321.4,7215,229,56,56,256,897.6153846,833.5,7215
37.5277675,124,124,53,1408.333333,124,124,124,-1,59,59,-1,121,80.66666667,124
0,0,0,80,0,0,0,0,-1,12,12,64240,9,6,6
0,6,6,59679,0,6,6,6,256,6,6,294,9,6,6
2.309401077,6,6,9220,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,0,0,80,0,0,0,0,65535,0,0,29200,0,0,0
35.05424,200,200,53,1228.8,100,100,100,-1,72,72,-1,77,61.6,100
2110.95076,11601,11601,80,4456113.111,2320.2,2320.2,5840,229,26,26,8192,1453.375,1291.888889,5840
2681.356,11601,11601,80,7189672,2900.25,2900.25,5840,229,26,26,8192,1661,1453.375,5840
30.59956427,117,117,53,936.3333333,117,117,117,-1,64,64,-1,122.5,81.66666667,117
0,0,0,80,0,0,0,0,292,0,0,278,0,0,0
3350.635,11607,11607,80,11200000,2321.4,2321.4,10135,229,26,26,8192,1454.125,1292.556,10135
3.464102,6,6,995,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
3.464102,6,6,1666,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
2.309401,6,6,3371,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3113.953,11601,11601,80,9696701,2900.25,2900.25,8760,229,26,26,8192,1661,1453.375,8760
2.309401,6,6,8222,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
434.4991,3950,3950,443,188789.5,359.0909,359.0909,1448,252,703,703,29200,232.65,221.5714,1448
174.5468592,5688,5688,389,30466.60606,316,316,316,2081,7254,7254,752,247.1296296,242.6363636,403
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2554.159,11607,11607,80,6523729,2321.4,2321.4,5840,229,26,26,8192,1454.125,1292.556,5840
2650.585648,26,26,63145,7025604.278,13,13,20,256,11607,11607,8192,1454.125,1292.555556,7215
3.464101615,6,6,3580,12,6,6,6,0,0,0,29200,3,2,6
3.464101615,6,6,306,12,6,6,6,0,0,0,29200,3,2,6
3.464102,6,6,8042,12,6,6,6,0,0,0,29200,3,2,6
3.464102,6,6,9503,12,6,6,6,0,0,0,29200,3,2,6
2931.43,11607,11607,80,8593279,2321.4,2321.4,8675,229,26,26,8192,1454.125,1292.556,8675
142.0996243,663,663,80,20192.30323,44.2,44.2,651,946,557,557,8192,40.66666667,39.35483871,651
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
0,0,0,80,0,0,0,0,-1,0,0,30016,0,0,0
1980.71,11601,11601,80,3923213,2320.2,2320.2,4380,229,26,26,8192,1453.375,1291.889,4380
668.5927,24,24,53532,447016.2,4.8,4.8,6,0,1375,1375,229,462.3333,396.2857,1375
1911.59573,11601,11601,80,3654198.233,1933.5,1933.5,5840,229,26,26,8192,1291.888889,1162.7,5840
3113.953,11601,11601,80,9696701,2900.25,2900.25,8760,229,26,26,8192,1661,1453.375,8760
3.464102,6,6,5800,12,6,6,6,0,0,0,29200,3,2,6
3.464102,6,6,5666,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,80,0,0,0,0,-1,0,0,30536,0,0,0
68.70468203,164,164,53,4720.333333,164,164,164,-1,45,45,-1,127,84.66666667,164
2.309401,6,6,1108,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401077,6,6,1138,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
3.464102,6,6,6106,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,32775,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401,6,6,2144,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401,6,6,2047,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464101615,6,6,5431,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,1755,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
